timedelta,dst
2178 days 17:00:00,-4
2178 days 18:00:00,-1
2178 days 19:00:00,-1
2178 days 20:00:00,0
2178 days 21:00:00,-1
2178 days 22:00:00,-3
2178 days 23:00:00,-6
2179 days 00:00:00,-8
2179 days 01:00:00,-8
2179 days 02:00:00,-8
2179 days 03:00:00,-5
2179 days 04:00:00,-6
2179 days 05:00:00,-8
2179 days 06:00:00,-6
2179 days 07:00:00,-4
2179 days 08:00:00,-6
2179 days 09:00:00,-5
2179 days 10:00:00,-2
2179 days 11:00:00,0
2179 days 12:00:00,-3
2179 days 13:00:00,-7
2179 days 14:00:00,-9
2179 days 15:00:00,-10
2179 days 16:00:00,-10
2179 days 17:00:00,-9
2179 days 18:00:00,-8
2179 days 19:00:00,-6
2179 days 20:00:00,-7
2179 days 21:00:00,-8
2179 days 22:00:00,-10
2179 days 23:00:00,-11
2180 days 00:00:00,-10
2180 days 01:00:00,-9
2180 days 02:00:00,-8
2180 days 03:00:00,-6
2180 days 04:00:00,-5
2180 days 05:00:00,-7
2180 days 06:00:00,-8
2180 days 07:00:00,-7
2180 days 08:00:00,-8
2180 days 09:00:00,-5
2180 days 10:00:00,-3
2180 days 11:00:00,-1
2180 days 12:00:00,-3
2180 days 13:00:00,-7
2180 days 14:00:00,-10
2180 days 15:00:00,-11
2180 days 16:00:00,-12
2180 days 17:00:00,-11
2180 days 18:00:00,-11
2180 days 19:00:00,-14
2180 days 20:00:00,-17
2180 days 21:00:00,-20
2180 days 22:00:00,-21
2180 days 23:00:00,-18
2181 days 00:00:00,-13
2181 days 01:00:00,-11
2181 days 02:00:00,-11
2181 days 03:00:00,-13
2181 days 04:00:00,-12
2181 days 05:00:00,-14
2181 days 06:00:00,-14
2181 days 07:00:00,-11
2181 days 08:00:00,-11
2181 days 09:00:00,-11
2181 days 10:00:00,-11
2181 days 11:00:00,-9
2181 days 12:00:00,-10
2181 days 13:00:00,-8
2181 days 14:00:00,-9
2181 days 15:00:00,-12
2181 days 16:00:00,-8
2181 days 17:00:00,-7
2181 days 18:00:00,-5
2181 days 19:00:00,-3
2181 days 20:00:00,-4
2181 days 21:00:00,-3
2181 days 22:00:00,-2
2181 days 23:00:00,-1
2182 days 00:00:00,-1
2182 days 01:00:00,-1
2182 days 02:00:00,-4
2182 days 03:00:00,-5
2182 days 04:00:00,-6
2182 days 05:00:00,-10
2182 days 06:00:00,-10
2182 days 07:00:00,-14
2182 days 08:00:00,-14
2182 days 09:00:00,-13
2182 days 10:00:00,-12
2182 days 11:00:00,-7
2182 days 12:00:00,-6
2182 days 13:00:00,-7
2182 days 14:00:00,-8
2182 days 15:00:00,-10
2182 days 16:00:00,-5
2182 days 17:00:00,-1
2182 days 18:00:00,-3
2182 days 19:00:00,-3
2182 days 20:00:00,-1
2182 days 21:00:00,2
2182 days 22:00:00,3
2182 days 23:00:00,0
2183 days 00:00:00,-6
2183 days 01:00:00,-22
2183 days 02:00:00,-33
2183 days 03:00:00,-31
2183 days 04:00:00,-23
2183 days 05:00:00,-26
2183 days 06:00:00,-23
2183 days 07:00:00,-22
2183 days 08:00:00,-20
2183 days 09:00:00,-18
2183 days 10:00:00,-17
2183 days 11:00:00,-13
2183 days 12:00:00,-10
2183 days 13:00:00,-11
2183 days 14:00:00,-15
2183 days 15:00:00,-15
2183 days 16:00:00,-16
2183 days 17:00:00,-15
2183 days 18:00:00,-14
2183 days 19:00:00,-13
2183 days 20:00:00,-17
2183 days 21:00:00,-19
2183 days 22:00:00,-18
2183 days 23:00:00,-26
2184 days 00:00:00,-31
2184 days 01:00:00,-31
2184 days 02:00:00,-25
2184 days 03:00:00,-22
2184 days 04:00:00,-23
2184 days 05:00:00,-23
2184 days 06:00:00,-21
2184 days 07:00:00,-18
2184 days 08:00:00,-17
2184 days 09:00:00,-15
2184 days 10:00:00,-15
2184 days 11:00:00,-20
2184 days 12:00:00,-24
2184 days 13:00:00,-23
2184 days 14:00:00,-24
2184 days 15:00:00,-24
2184 days 16:00:00,-22
2184 days 17:00:00,-22
2184 days 18:00:00,-21
2184 days 19:00:00,-19
2184 days 20:00:00,-16
2184 days 21:00:00,-16
2184 days 22:00:00,-13
2184 days 23:00:00,-10
2185 days 00:00:00,-10
2185 days 01:00:00,-13
2185 days 02:00:00,-13
2185 days 03:00:00,-10
2185 days 04:00:00,-8
2185 days 05:00:00,-9
2185 days 06:00:00,-9
2185 days 07:00:00,-9
2185 days 08:00:00,-10
2185 days 09:00:00,-9
2185 days 10:00:00,-9
2185 days 11:00:00,-10
2185 days 12:00:00,-7
2185 days 13:00:00,-6
2185 days 14:00:00,-6
2185 days 15:00:00,-6
2185 days 16:00:00,-7
2185 days 17:00:00,-8
2185 days 18:00:00,-7
2185 days 19:00:00,-7
2185 days 20:00:00,-5
2185 days 21:00:00,-3
2185 days 22:00:00,-5
2185 days 23:00:00,-6
2186 days 00:00:00,-6
2186 days 01:00:00,-6
2186 days 02:00:00,-5
2186 days 03:00:00,-4
2186 days 04:00:00,-4
2186 days 05:00:00,-3
2186 days 06:00:00,-3
2186 days 07:00:00,-3
2186 days 08:00:00,-4
2186 days 09:00:00,-3
2186 days 10:00:00,-6
2186 days 11:00:00,-8
2186 days 12:00:00,-6
2186 days 13:00:00,-5
2186 days 14:00:00,-4
2186 days 15:00:00,1
2186 days 16:00:00,3
2186 days 17:00:00,2
2186 days 18:00:00,-2
2186 days 19:00:00,-2
2186 days 20:00:00,-1
2186 days 21:00:00,1
2186 days 22:00:00,4
2186 days 23:00:00,4
2187 days 00:00:00,3
2187 days 01:00:00,2
2187 days 02:00:00,2
2187 days 03:00:00,1
2187 days 04:00:00,-4
2187 days 05:00:00,-5
2187 days 06:00:00,-6
2187 days 07:00:00,-7
2187 days 08:00:00,-8
2187 days 09:00:00,-7
2187 days 10:00:00,-7
2187 days 11:00:00,-8
2187 days 12:00:00,-10
2187 days 13:00:00,-11
2187 days 14:00:00,-11
2187 days 15:00:00,-10
2187 days 16:00:00,-8
2187 days 17:00:00,-7
2187 days 18:00:00,-4
2187 days 19:00:00,-1
2187 days 20:00:00,-2
2187 days 21:00:00,3
2187 days 22:00:00,5
2187 days 23:00:00,1
2188 days 00:00:00,0
2188 days 01:00:00,0
2188 days 02:00:00,2
2188 days 03:00:00,5
2188 days 04:00:00,5
2188 days 05:00:00,4
2188 days 06:00:00,-1
2188 days 07:00:00,-5
2188 days 08:00:00,-3
2188 days 09:00:00,-1
2188 days 10:00:00,2
2188 days 11:00:00,0
2188 days 12:00:00,-4
2188 days 13:00:00,-7
2188 days 14:00:00,-9
2188 days 15:00:00,-10
2188 days 16:00:00,-8
2188 days 17:00:00,-6
2188 days 18:00:00,-2
2188 days 19:00:00,3
2188 days 20:00:00,2
2188 days 21:00:00,-3
2188 days 22:00:00,-7
2188 days 23:00:00,-10
2189 days 00:00:00,-10
2189 days 01:00:00,-10
2189 days 02:00:00,-10
2189 days 03:00:00,-9
2189 days 04:00:00,-5
2189 days 05:00:00,-12
2189 days 06:00:00,-8
2189 days 07:00:00,-6
2189 days 08:00:00,-6
2189 days 09:00:00,-6
2189 days 10:00:00,-3
2189 days 11:00:00,-2
2189 days 12:00:00,-2
2189 days 13:00:00,-5
2189 days 14:00:00,-7
2189 days 15:00:00,-8
2189 days 16:00:00,-8
2189 days 17:00:00,-8
2189 days 18:00:00,-6
2189 days 19:00:00,-7
2189 days 20:00:00,-9
2189 days 21:00:00,-10
2189 days 22:00:00,-12
2189 days 23:00:00,-14
2190 days 00:00:00,-11
2190 days 01:00:00,-10
2190 days 02:00:00,-10
2190 days 03:00:00,-7
2190 days 04:00:00,-6
2190 days 05:00:00,-6
2190 days 06:00:00,-7
2190 days 07:00:00,-8
2190 days 08:00:00,-7
2190 days 09:00:00,-7
2190 days 10:00:00,-7
2190 days 11:00:00,-7
2190 days 12:00:00,-8
2190 days 13:00:00,-8
2190 days 14:00:00,-10
2190 days 15:00:00,-11
2190 days 16:00:00,-13
2190 days 17:00:00,-12
2190 days 18:00:00,-10
2190 days 19:00:00,-8
2190 days 20:00:00,-7
2190 days 21:00:00,-7
2190 days 22:00:00,-6
2190 days 23:00:00,-5
2191 days 00:00:00,-6
2191 days 01:00:00,-7
2191 days 02:00:00,-8
2191 days 03:00:00,-9
2191 days 04:00:00,-11
2191 days 05:00:00,-12
2191 days 06:00:00,-11
2191 days 07:00:00,-10
2191 days 08:00:00,-9
2191 days 09:00:00,-8
2191 days 10:00:00,-3
2191 days 11:00:00,-3
2191 days 12:00:00,-3
2191 days 13:00:00,-2
2191 days 14:00:00,-1
2191 days 15:00:00,-3
2191 days 16:00:00,-4
2191 days 17:00:00,-3
2191 days 18:00:00,-2
2191 days 19:00:00,-1
2191 days 20:00:00,-2
2191 days 21:00:00,-2
2191 days 22:00:00,-2
2191 days 23:00:00,-4
2192 days 00:00:00,-4
2192 days 01:00:00,-2
2192 days 02:00:00,0
2192 days 03:00:00,5
2192 days 04:00:00,8
2192 days 05:00:00,5
2192 days 06:00:00,16
2192 days 07:00:00,23
2192 days 08:00:00,29
2192 days 09:00:00,26
2192 days 10:00:00,25
2192 days 11:00:00,9
2192 days 12:00:00,-20
2192 days 13:00:00,-43
2192 days 14:00:00,-58
2192 days 15:00:00,-53
2192 days 16:00:00,-61
2192 days 17:00:00,-69
2192 days 18:00:00,-71
2192 days 19:00:00,-68
2192 days 20:00:00,-70
2192 days 21:00:00,-62
2192 days 22:00:00,-60
2192 days 23:00:00,-59
2193 days 00:00:00,-53
2193 days 01:00:00,-58
2193 days 02:00:00,-52
2193 days 03:00:00,-51
2193 days 04:00:00,-47
2193 days 05:00:00,-50
2193 days 06:00:00,-48
2193 days 07:00:00,-45
2193 days 08:00:00,-44
2193 days 09:00:00,-39
2193 days 10:00:00,-36
2193 days 11:00:00,-48
2193 days 12:00:00,-46
2193 days 13:00:00,-47
2193 days 14:00:00,-47
2193 days 15:00:00,-44
2193 days 16:00:00,-45
2193 days 17:00:00,-42
2193 days 18:00:00,-44
2193 days 19:00:00,-35
2193 days 20:00:00,-35
2193 days 21:00:00,-38
2193 days 22:00:00,-36
2193 days 23:00:00,-36
2194 days 00:00:00,-34
2194 days 01:00:00,-35
2194 days 02:00:00,-36
2194 days 03:00:00,-34
2194 days 04:00:00,-33
2194 days 05:00:00,-30
2194 days 06:00:00,-31
2194 days 07:00:00,-33
2194 days 08:00:00,-35
2194 days 09:00:00,-37
2194 days 10:00:00,-34
2194 days 11:00:00,-35
2194 days 12:00:00,-36
2194 days 13:00:00,-36
2194 days 14:00:00,-35
2194 days 15:00:00,-33
2194 days 16:00:00,-31
2194 days 17:00:00,-33
2194 days 18:00:00,-29
2194 days 19:00:00,-27
2194 days 20:00:00,-26
2194 days 21:00:00,-27
2194 days 22:00:00,-29
2194 days 23:00:00,-30
2195 days 00:00:00,-26
2195 days 01:00:00,-25
2195 days 02:00:00,-23
2195 days 03:00:00,-23
2195 days 04:00:00,-25
2195 days 05:00:00,-25
2195 days 06:00:00,-22
2195 days 07:00:00,-22
2195 days 08:00:00,-25
2195 days 09:00:00,-26
2195 days 10:00:00,-24
2195 days 11:00:00,-24
2195 days 12:00:00,-22
2195 days 13:00:00,-23
2195 days 14:00:00,-23
2195 days 15:00:00,-25
2195 days 16:00:00,-25
2195 days 17:00:00,-24
2195 days 18:00:00,-20
2195 days 19:00:00,-18
2195 days 20:00:00,-19
2195 days 21:00:00,-19
2195 days 22:00:00,-18
2195 days 23:00:00,-17
2196 days 00:00:00,-15
2196 days 01:00:00,-15
2196 days 02:00:00,-19
2196 days 03:00:00,-20
2196 days 04:00:00,-17
2196 days 05:00:00,-22
2196 days 06:00:00,-27
2196 days 07:00:00,-29
2196 days 08:00:00,-28
2196 days 09:00:00,-28
2196 days 10:00:00,-23
2196 days 11:00:00,-23
2196 days 12:00:00,-23
2196 days 13:00:00,-22
2196 days 14:00:00,-21
2196 days 15:00:00,-22
2196 days 16:00:00,-23
2196 days 17:00:00,-23
2196 days 18:00:00,-21
2196 days 19:00:00,-16
2196 days 20:00:00,-15
2196 days 21:00:00,-19
2196 days 22:00:00,-23
2196 days 23:00:00,-20
2197 days 00:00:00,-17
2197 days 01:00:00,-19
2197 days 02:00:00,-20
2197 days 03:00:00,-20
2197 days 04:00:00,-21
2197 days 05:00:00,-25
2197 days 06:00:00,-22
2197 days 07:00:00,-19
2197 days 08:00:00,-20
2197 days 09:00:00,-21
2197 days 10:00:00,-21
2197 days 11:00:00,-20
2197 days 12:00:00,-21
2197 days 13:00:00,-22
2197 days 14:00:00,-25
2197 days 15:00:00,-24
2197 days 16:00:00,-23
2197 days 17:00:00,-23
2197 days 18:00:00,-23
2197 days 19:00:00,-19
2197 days 20:00:00,-16
2197 days 21:00:00,-15
2197 days 22:00:00,-14
2197 days 23:00:00,-21
2198 days 00:00:00,-25
2198 days 01:00:00,-27
2198 days 02:00:00,-30
2198 days 03:00:00,-33
2198 days 04:00:00,-32
2198 days 05:00:00,-28
2198 days 06:00:00,-27
2198 days 07:00:00,-23
2198 days 08:00:00,-24
2198 days 09:00:00,-24
2198 days 10:00:00,-23
2198 days 11:00:00,-21
2198 days 12:00:00,-23
2198 days 13:00:00,-22
2198 days 14:00:00,-22
2198 days 15:00:00,-20
2198 days 16:00:00,-21
2198 days 17:00:00,-20
2198 days 18:00:00,-20
2198 days 19:00:00,-19
2198 days 20:00:00,-18
2198 days 21:00:00,-16
2198 days 22:00:00,-13
2198 days 23:00:00,-12
2199 days 00:00:00,-13
2199 days 01:00:00,-16
2199 days 02:00:00,-16
2199 days 03:00:00,-16
2199 days 04:00:00,-16
2199 days 05:00:00,-14
2199 days 06:00:00,-14
2199 days 07:00:00,-14
2199 days 08:00:00,-15
2199 days 09:00:00,-15
2199 days 10:00:00,-16
2199 days 11:00:00,-16
2199 days 12:00:00,-15
2199 days 13:00:00,-14
2199 days 14:00:00,-14
2199 days 15:00:00,-15
2199 days 16:00:00,-14
2199 days 17:00:00,-14
2199 days 18:00:00,-15
2199 days 19:00:00,-14
2199 days 20:00:00,-13
2199 days 21:00:00,-12
2199 days 22:00:00,-12
2199 days 23:00:00,-11
2200 days 00:00:00,-13
2200 days 01:00:00,-13
2200 days 02:00:00,-10
2200 days 03:00:00,-9
2200 days 04:00:00,-10
2200 days 05:00:00,-10
2200 days 06:00:00,-10
2200 days 07:00:00,-12
2200 days 08:00:00,-14
2200 days 09:00:00,-12
2200 days 10:00:00,-10
2200 days 11:00:00,-3
2200 days 12:00:00,-3
2200 days 13:00:00,-4
2200 days 14:00:00,-5
2200 days 15:00:00,-4
2200 days 16:00:00,-2
2200 days 17:00:00,0
2200 days 18:00:00,-4
2200 days 19:00:00,-6
2200 days 20:00:00,-4
2200 days 21:00:00,0
2200 days 22:00:00,0
2200 days 23:00:00,-1
2201 days 00:00:00,0
2201 days 01:00:00,2
2201 days 02:00:00,3
2201 days 03:00:00,1
2201 days 04:00:00,3
2201 days 05:00:00,0
2201 days 06:00:00,-9
2201 days 07:00:00,-13
2201 days 08:00:00,-11
2201 days 09:00:00,-11
2201 days 10:00:00,-5
2201 days 11:00:00,-3
2201 days 12:00:00,-2
2201 days 13:00:00,0
2201 days 14:00:00,-4
2201 days 15:00:00,-8
2201 days 16:00:00,-10
2201 days 17:00:00,-9
2201 days 18:00:00,-8
2201 days 19:00:00,-7
2201 days 20:00:00,-4
2201 days 21:00:00,-1
2201 days 22:00:00,3
2201 days 23:00:00,3
2202 days 00:00:00,2
2202 days 01:00:00,-2
2202 days 02:00:00,-5
2202 days 03:00:00,-3
2202 days 04:00:00,-2
2202 days 05:00:00,0
2202 days 06:00:00,-1
2202 days 07:00:00,0
2202 days 08:00:00,-2
2202 days 09:00:00,0
2202 days 10:00:00,-5
2202 days 11:00:00,-9
2202 days 12:00:00,-11
2202 days 13:00:00,-13
2202 days 14:00:00,-13
2202 days 15:00:00,-10
2202 days 16:00:00,-10
2202 days 17:00:00,-10
2202 days 18:00:00,-13
2202 days 19:00:00,-14
2202 days 20:00:00,-14
2202 days 21:00:00,-13
2202 days 22:00:00,-14
2202 days 23:00:00,-13
2203 days 00:00:00,-15
2203 days 01:00:00,-13
2203 days 02:00:00,-11
2203 days 03:00:00,-11
2203 days 04:00:00,-10
2203 days 05:00:00,-9
2203 days 06:00:00,-10
2203 days 07:00:00,-10
2203 days 08:00:00,-8
2203 days 09:00:00,-7
2203 days 10:00:00,-4
2203 days 11:00:00,-4
2203 days 12:00:00,-3
2203 days 13:00:00,-1
2203 days 14:00:00,-3
2203 days 15:00:00,-5
2203 days 16:00:00,-3
2203 days 17:00:00,-6
2203 days 18:00:00,-5
2203 days 19:00:00,-7
2203 days 20:00:00,-6
2203 days 21:00:00,-6
2203 days 22:00:00,-7
2203 days 23:00:00,-5
2204 days 00:00:00,-3
2204 days 01:00:00,-1
2204 days 02:00:00,0
2204 days 03:00:00,-1
2204 days 04:00:00,-3
2204 days 05:00:00,-3
2204 days 06:00:00,-4
2204 days 07:00:00,-5
2204 days 08:00:00,-3
2204 days 09:00:00,-2
2204 days 10:00:00,-2
2204 days 11:00:00,-1
2204 days 12:00:00,-2
2204 days 13:00:00,-5
2204 days 14:00:00,-6
2204 days 15:00:00,-4
2204 days 16:00:00,-4
2204 days 17:00:00,-5
2204 days 18:00:00,-2
2204 days 19:00:00,1
2204 days 20:00:00,1
2204 days 21:00:00,0
2204 days 22:00:00,0
2204 days 23:00:00,-1
2205 days 00:00:00,-1
2205 days 01:00:00,-2
2205 days 02:00:00,-5
2205 days 03:00:00,-9
2205 days 04:00:00,-11
2205 days 05:00:00,-12
2205 days 06:00:00,-11
2205 days 07:00:00,-13
2205 days 08:00:00,-13
2205 days 09:00:00,-12
2205 days 10:00:00,-12
2205 days 11:00:00,-11
2205 days 12:00:00,-12
2205 days 13:00:00,-12
2205 days 14:00:00,-11
2205 days 15:00:00,-9
2205 days 16:00:00,-7
2205 days 17:00:00,-6
2205 days 18:00:00,-5
2205 days 19:00:00,-6
2205 days 20:00:00,-7
2205 days 21:00:00,-7
2205 days 22:00:00,-8
2205 days 23:00:00,-8
2206 days 00:00:00,-8
2206 days 01:00:00,-4
2206 days 02:00:00,-5
2206 days 03:00:00,-5
2206 days 04:00:00,-5
2206 days 05:00:00,1
2206 days 06:00:00,1
2206 days 07:00:00,-2
2206 days 08:00:00,-2
2206 days 09:00:00,0
2206 days 10:00:00,1
2206 days 11:00:00,2
2206 days 12:00:00,1
2206 days 13:00:00,4
2206 days 14:00:00,6
2206 days 15:00:00,4
2206 days 16:00:00,2
2206 days 17:00:00,0
2206 days 18:00:00,0
2206 days 19:00:00,-2
2206 days 20:00:00,3
2206 days 21:00:00,3
2206 days 22:00:00,3
2206 days 23:00:00,-1
2207 days 00:00:00,-4
2207 days 01:00:00,-8
2207 days 02:00:00,-8
2207 days 03:00:00,-11
2207 days 04:00:00,-13
2207 days 05:00:00,-12
2207 days 06:00:00,-12
2207 days 07:00:00,-10
2207 days 08:00:00,-9
2207 days 09:00:00,-7
2207 days 10:00:00,-6
2207 days 11:00:00,-9
2207 days 12:00:00,-11
2207 days 13:00:00,-10
2207 days 14:00:00,-7
2207 days 15:00:00,-4
2207 days 16:00:00,-1
2207 days 17:00:00,-3
2207 days 18:00:00,-3
2207 days 19:00:00,-6
2207 days 20:00:00,-9
2207 days 21:00:00,-9
2207 days 22:00:00,-8
2207 days 23:00:00,-7
2208 days 00:00:00,-6
2208 days 01:00:00,-9
2208 days 02:00:00,-12
2208 days 03:00:00,-13
2208 days 04:00:00,-11
2208 days 05:00:00,-9
2208 days 06:00:00,-10
2208 days 07:00:00,-17
2208 days 08:00:00,-26
2208 days 09:00:00,-31
2208 days 10:00:00,-34
2208 days 11:00:00,-33
2208 days 12:00:00,-32
2208 days 13:00:00,-30
2208 days 14:00:00,-28
2208 days 15:00:00,-28
2208 days 16:00:00,-24
2208 days 17:00:00,-20
2208 days 18:00:00,-21
2208 days 19:00:00,-20
2208 days 20:00:00,-17
2208 days 21:00:00,-12
2208 days 22:00:00,-8
2208 days 23:00:00,-8
2209 days 00:00:00,-5
2209 days 01:00:00,-2
2209 days 02:00:00,0
2209 days 03:00:00,2
2209 days 04:00:00,1
2209 days 05:00:00,1
2209 days 06:00:00,5
2209 days 07:00:00,6
2209 days 08:00:00,8
2209 days 09:00:00,9
2209 days 10:00:00,13
2209 days 11:00:00,19
2209 days 12:00:00,26
2209 days 13:00:00,17
2209 days 14:00:00,14
2209 days 15:00:00,9
2209 days 16:00:00,0
2209 days 17:00:00,-4
2209 days 18:00:00,-5
2209 days 19:00:00,-2
2209 days 20:00:00,1
2209 days 21:00:00,1
2209 days 22:00:00,1
2209 days 23:00:00,-6
2210 days 00:00:00,-12
2210 days 01:00:00,-9
2210 days 02:00:00,-7
2210 days 03:00:00,-6
2210 days 04:00:00,-6
2210 days 05:00:00,-4
2210 days 06:00:00,-12
2210 days 07:00:00,-17
2210 days 08:00:00,-15
2210 days 09:00:00,-9
2210 days 10:00:00,-5
2210 days 11:00:00,-3
2210 days 12:00:00,-9
2210 days 13:00:00,-7
2210 days 14:00:00,-4
2210 days 15:00:00,-5
2210 days 16:00:00,-7
2210 days 17:00:00,-8
2210 days 18:00:00,-9
2210 days 19:00:00,-10
2210 days 20:00:00,-10
2210 days 21:00:00,-12
2210 days 22:00:00,-14
2210 days 23:00:00,-19
2211 days 00:00:00,-17
2211 days 01:00:00,-13
2211 days 02:00:00,-11
2211 days 03:00:00,-13
2211 days 04:00:00,-12
2211 days 05:00:00,-12
2211 days 06:00:00,-15
2211 days 07:00:00,-16
2211 days 08:00:00,-12
2211 days 09:00:00,-12
2211 days 10:00:00,-13
2211 days 11:00:00,-13
2211 days 12:00:00,-11
2211 days 13:00:00,-13
2211 days 14:00:00,-16
2211 days 15:00:00,-17
2211 days 16:00:00,-14
2211 days 17:00:00,-10
2211 days 18:00:00,-8
2211 days 19:00:00,-6
2211 days 20:00:00,-4
2211 days 21:00:00,-1
2211 days 22:00:00,1
2211 days 23:00:00,-2
2212 days 00:00:00,-4
2212 days 01:00:00,-4
2212 days 02:00:00,-4
2212 days 03:00:00,-4
2212 days 04:00:00,-2
2212 days 05:00:00,-1
2212 days 06:00:00,-2
2212 days 07:00:00,-5
2212 days 08:00:00,-8
2212 days 09:00:00,-9
2212 days 10:00:00,-8
2212 days 11:00:00,-6
2212 days 12:00:00,-7
2212 days 13:00:00,-7
2212 days 14:00:00,-6
2212 days 15:00:00,-4
2212 days 16:00:00,-3
2212 days 17:00:00,0
2212 days 18:00:00,1
2212 days 19:00:00,2
2212 days 20:00:00,2
2212 days 21:00:00,3
2212 days 22:00:00,1
2212 days 23:00:00,-3
2213 days 00:00:00,-5
2213 days 01:00:00,-4
2213 days 02:00:00,-2
2213 days 03:00:00,-3
2213 days 04:00:00,-4
2213 days 05:00:00,-2
2213 days 06:00:00,-1
2213 days 07:00:00,-2
2213 days 08:00:00,-4
2213 days 09:00:00,-6
2213 days 10:00:00,-6
2213 days 11:00:00,-4
2213 days 12:00:00,-2
2213 days 13:00:00,-2
2213 days 14:00:00,-2
2213 days 15:00:00,-1
2213 days 16:00:00,-1
2213 days 17:00:00,-1
2213 days 18:00:00,1
2213 days 19:00:00,0
2213 days 20:00:00,-3
2213 days 21:00:00,-3
2213 days 22:00:00,0
2213 days 23:00:00,-2
2214 days 00:00:00,-3
2214 days 01:00:00,-4
2214 days 02:00:00,-4
2214 days 03:00:00,-3
2214 days 04:00:00,-2
2214 days 05:00:00,0
2214 days 06:00:00,0
2214 days 07:00:00,0
2214 days 08:00:00,0
2214 days 09:00:00,0
2214 days 10:00:00,-2
2214 days 11:00:00,-5
2214 days 12:00:00,-8
2214 days 13:00:00,-6
2214 days 14:00:00,-2
2214 days 15:00:00,0
2214 days 16:00:00,0
2214 days 17:00:00,0
2214 days 18:00:00,1
2214 days 19:00:00,1
2214 days 20:00:00,2
2214 days 21:00:00,3
2214 days 22:00:00,4
2214 days 23:00:00,5
2215 days 00:00:00,4
2215 days 01:00:00,2
2215 days 02:00:00,-2
2215 days 03:00:00,-4
2215 days 04:00:00,-2
2215 days 05:00:00,0
2215 days 06:00:00,-2
2215 days 07:00:00,-3
2215 days 08:00:00,-3
2215 days 09:00:00,-4
2215 days 10:00:00,-4
2215 days 11:00:00,-4
2215 days 12:00:00,-4
2215 days 13:00:00,-4
2215 days 14:00:00,-1
2215 days 15:00:00,4
2215 days 16:00:00,6
2215 days 17:00:00,6
2215 days 18:00:00,4
2215 days 19:00:00,5
2215 days 20:00:00,6
2215 days 21:00:00,2
2215 days 22:00:00,1
2215 days 23:00:00,2
2216 days 00:00:00,2
2216 days 01:00:00,6
2216 days 02:00:00,10
2216 days 03:00:00,11
2216 days 04:00:00,8
2216 days 05:00:00,6
2216 days 06:00:00,3
2216 days 07:00:00,2
2216 days 08:00:00,0
2216 days 09:00:00,-6
2216 days 10:00:00,-9
2216 days 11:00:00,-7
2216 days 12:00:00,-3
2216 days 13:00:00,0
2216 days 14:00:00,-2
2216 days 15:00:00,-2
2216 days 16:00:00,-4
2216 days 17:00:00,-5
2216 days 18:00:00,-2
2216 days 19:00:00,0
2216 days 20:00:00,-1
2216 days 21:00:00,-4
2216 days 22:00:00,-8
2216 days 23:00:00,-10
2217 days 00:00:00,-11
2217 days 01:00:00,-7
2217 days 02:00:00,-6
2217 days 03:00:00,-6
2217 days 04:00:00,-6
2217 days 05:00:00,-6
2217 days 06:00:00,-5
2217 days 07:00:00,-6
2217 days 08:00:00,-6
2217 days 09:00:00,-5
2217 days 10:00:00,-5
2217 days 11:00:00,-4
2217 days 12:00:00,-4
2217 days 13:00:00,-5
2217 days 14:00:00,-4
2217 days 15:00:00,-3
2217 days 16:00:00,-1
2217 days 17:00:00,-2
2217 days 18:00:00,-3
2217 days 19:00:00,-3
2217 days 20:00:00,-2
2217 days 21:00:00,-2
2217 days 22:00:00,-4
2217 days 23:00:00,-7
2218 days 00:00:00,-7
2218 days 01:00:00,-6
2218 days 02:00:00,-5
2218 days 03:00:00,9
2218 days 04:00:00,8
2218 days 05:00:00,7
2218 days 06:00:00,6
2218 days 07:00:00,7
2218 days 08:00:00,14
2218 days 09:00:00,18
2218 days 10:00:00,12
2218 days 11:00:00,6
2218 days 12:00:00,4
2218 days 13:00:00,0
2218 days 14:00:00,8
2218 days 15:00:00,13
2218 days 16:00:00,17
2218 days 17:00:00,17
2218 days 18:00:00,17
2218 days 19:00:00,11
2218 days 20:00:00,14
2218 days 21:00:00,3
2218 days 22:00:00,-9
2218 days 23:00:00,-12
2219 days 00:00:00,-12
2219 days 01:00:00,-14
2219 days 02:00:00,-17
2219 days 03:00:00,-21
2219 days 04:00:00,-29
2219 days 05:00:00,-42
2219 days 06:00:00,-53
2219 days 07:00:00,-62
2219 days 08:00:00,-57
2219 days 09:00:00,-69
2219 days 10:00:00,-72
2219 days 11:00:00,-76
2219 days 12:00:00,-80
2219 days 13:00:00,-79
2219 days 14:00:00,-77
2219 days 15:00:00,-73
2219 days 16:00:00,-70
2219 days 17:00:00,-60
2219 days 18:00:00,-52
2219 days 19:00:00,-52
2219 days 20:00:00,-49
2219 days 21:00:00,-38
2219 days 22:00:00,-31
2219 days 23:00:00,-34
2220 days 00:00:00,-35
2220 days 01:00:00,-34
2220 days 02:00:00,-34
2220 days 03:00:00,-35
2220 days 04:00:00,-35
2220 days 05:00:00,-36
2220 days 06:00:00,-42
2220 days 07:00:00,-45
2220 days 08:00:00,-43
2220 days 09:00:00,-38
2220 days 10:00:00,-35
2220 days 11:00:00,-31
2220 days 12:00:00,-26
2220 days 13:00:00,-27
